IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.16.234.103,4,2,0.50,200.93,0.00,N/A
104.25.136.99,4,2,0.50,201.20,0.00,N/A
104.18.91.20,4,2,0.50,201.25,0.00,N/A
104.25.112.207,4,2,0.50,201.40,0.00,N/A
104.25.168.28,4,2,0.50,202.19,0.00,N/A
104.19.69.126,4,2,0.50,202.20,0.00,N/A
104.18.134.253,4,2,0.50,202.53,0.00,N/A
104.18.162.156,4,2,0.50,202.68,0.00,N/A
104.16.253.202,4,2,0.50,202.91,0.00,N/A
104.18.158.62,4,2,0.50,204.75,0.00,N/A
104.19.166.245,4,2,0.50,206.56,0.00,N/A
104.16.248.132,4,2,0.50,206.67,0.00,N/A
104.18.205.116,4,2,0.50,206.79,0.00,N/A
104.19.219.246,4,2,0.50,207.14,0.00,N/A
172.65.233.31,4,2,0.50,207.26,0.00,N/A
104.18.173.186,4,2,0.50,210.14,0.00,N/A
104.17.96.192,4,2,0.50,211.68,0.00,N/A
104.19.115.253,4,2,0.50,212.24,0.00,N/A
104.29.156.23,4,2,0.50,226.35,0.00,N/A
104.29.137.194,4,2,0.50,228.41,0.00,N/A
172.67.125.215,4,1,0.75,165.70,0.00,N/A
104.18.71.71,4,1,0.75,165.93,0.00,N/A
172.67.148.165,4,1,0.75,166.96,0.00,N/A
104.25.29.211,4,1,0.75,167.04,0.00,N/A
104.25.159.197,4,1,0.75,167.06,0.00,N/A
104.18.29.36,4,1,0.75,167.08,0.00,N/A
104.25.124.44,4,1,0.75,167.85,0.00,N/A
104.18.48.92,4,1,0.75,167.92,0.00,N/A
172.67.102.205,4,1,0.75,168.22,0.00,N/A
104.18.70.118,4,1,0.75,168.25,0.00,N/A
104.25.36.183,4,1,0.75,168.48,0.00,N/A
104.25.184.34,4,1,0.75,169.19,0.00,N/A
172.67.147.211,4,1,0.75,169.71,0.00,N/A
104.19.28.215,4,1,0.75,169.77,0.00,N/A
104.25.138.22,4,1,0.75,169.83,0.00,N/A
104.25.160.154,4,1,0.75,169.92,0.00,N/A
104.18.27.2,4,1,0.75,170.15,0.00,N/A
104.18.69.110,4,1,0.75,170.41,0.00,N/A
104.25.15.19,4,1,0.75,170.43,0.00,N/A
104.25.162.167,4,1,0.75,170.61,0.00,N/A
172.65.36.97,4,1,0.75,170.65,0.00,N/A
172.65.143.91,4,1,0.75,170.77,0.00,N/A
172.67.115.20,4,1,0.75,171.13,0.00,N/A
104.25.152.62,4,1,0.75,171.34,0.00,N/A
104.25.172.50,4,1,0.75,171.57,0.00,N/A
104.25.13.175,4,1,0.75,171.68,0.00,N/A
104.25.132.126,4,1,0.75,171.85,0.00,N/A
172.65.175.230,4,1,0.75,172.06,0.00,N/A
104.25.144.72,4,1,0.75,172.51,0.00,N/A
172.65.135.47,4,1,0.75,172.61,0.00,N/A
172.65.124.148,4,1,0.75,172.85,0.00,N/A
172.65.158.227,4,1,0.75,173.13,0.00,N/A
172.67.143.156,4,1,0.75,173.27,0.00,N/A
104.25.12.190,4,1,0.75,173.30,0.00,N/A
104.25.156.42,4,1,0.75,173.35,0.00,N/A
172.65.75.97,4,1,0.75,173.35,0.00,N/A
172.65.168.155,4,1,0.75,173.58,0.00,N/A
172.65.165.51,4,1,0.75,173.61,0.00,N/A
172.65.192.109,4,1,0.75,173.90,0.00,N/A
104.25.41.122,4,1,0.75,173.94,0.00,N/A
104.25.23.112,4,1,0.75,174.08,0.00,N/A
104.19.233.24,4,1,0.75,174.26,0.00,N/A
172.65.146.150,4,1,0.75,174.64,0.00,N/A
104.25.183.165,4,1,0.75,175.10,0.00,N/A
104.25.143.188,4,1,0.75,175.25,0.00,N/A
104.19.168.37,4,1,0.75,175.59,0.00,N/A
104.18.66.17,4,1,0.75,175.62,0.00,N/A
104.19.171.200,4,1,0.75,175.69,0.00,N/A
172.65.50.164,4,1,0.75,175.83,0.00,N/A
172.65.34.117,4,1,0.75,176.05,0.00,N/A
104.25.164.107,4,1,0.75,176.20,0.00,N/A
172.65.140.14,4,1,0.75,176.21,0.00,N/A
104.17.200.189,4,1,0.75,176.21,0.00,N/A
172.66.47.226,4,1,0.75,176.51,0.00,N/A
172.67.146.172,4,1,0.75,176.63,0.00,N/A
104.25.25.243,4,1,0.75,176.63,0.00,N/A
172.65.180.125,4,1,0.75,176.76,0.00,N/A
172.65.10.54,4,1,0.75,176.96,0.00,N/A
172.65.35.158,4,1,0.75,177.11,0.00,N/A
104.17.66.88,4,1,0.75,177.12,0.00,N/A
172.65.193.161,4,1,0.75,177.12,0.00,N/A
172.65.191.210,4,1,0.75,177.13,0.00,N/A
172.65.138.85,4,1,0.75,177.34,0.00,N/A
104.25.31.205,4,1,0.75,177.42,0.00,N/A
172.67.112.52,4,1,0.75,177.67,0.00,N/A
104.25.21.230,4,1,0.75,177.93,0.00,N/A
172.65.157.150,4,1,0.75,178.05,0.00,N/A
104.25.155.1,4,1,0.75,178.56,0.00,N/A
104.18.54.114,4,1,0.75,178.74,0.00,N/A
104.25.192.39,4,1,0.75,178.93,0.00,N/A
172.65.176.58,4,1,0.75,179.08,0.00,N/A
104.25.199.0,4,1,0.75,179.51,0.00,N/A
104.18.73.200,4,1,0.75,179.59,0.00,N/A
104.25.154.76,4,1,0.75,179.60,0.00,N/A
172.67.119.162,4,1,0.75,179.70,0.00,N/A
104.25.119.181,4,1,0.75,179.89,0.00,N/A
172.65.132.21,4,1,0.75,179.96,0.00,N/A
104.25.33.107,4,1,0.75,180.11,0.00,N/A
172.65.163.127,4,1,0.75,180.23,0.00,N/A
104.27.110.0,4,1,0.75,180.34,0.00,N/A
172.65.156.218,4,1,0.75,180.65,0.00,N/A
172.67.144.75,4,1,0.75,180.84,0.00,N/A
104.18.24.128,4,1,0.75,180.94,0.00,N/A
104.27.113.114,4,1,0.75,181.06,0.00,N/A
104.25.195.248,4,1,0.75,181.07,0.00,N/A
104.25.20.80,4,1,0.75,181.42,0.00,N/A
104.17.162.219,4,1,0.75,181.73,0.00,N/A
104.25.153.116,4,1,0.75,181.81,0.00,N/A
104.25.190.57,4,1,0.75,181.84,0.00,N/A
104.17.199.211,4,1,0.75,181.87,0.00,N/A
104.25.176.200,4,1,0.75,181.90,0.00,N/A
104.25.179.252,4,1,0.75,181.93,0.00,N/A
104.25.123.206,4,1,0.75,182.01,0.00,N/A
104.17.71.18,4,1,0.75,182.26,0.00,N/A
104.25.125.199,4,1,0.75,182.30,0.00,N/A
172.65.41.33,4,1,0.75,182.43,0.00,N/A
104.19.30.151,4,1,0.75,182.55,0.00,N/A
104.18.5.84,4,1,0.75,182.96,0.00,N/A
104.25.129.189,4,1,0.75,183.18,0.00,N/A
104.25.141.48,4,1,0.75,183.82,0.00,N/A
172.67.118.25,4,1,0.75,183.95,0.00,N/A
104.25.117.52,4,1,0.75,184.09,0.00,N/A
104.17.77.245,4,1,0.75,184.53,0.00,N/A
104.25.115.197,4,1,0.75,184.58,0.00,N/A
104.25.39.67,4,1,0.75,184.93,0.00,N/A
172.65.37.139,4,1,0.75,185.29,0.00,N/A
104.18.7.100,4,1,0.75,185.29,0.00,N/A
172.65.194.34,4,1,0.75,185.37,0.00,N/A
104.20.52.191,4,1,0.75,185.76,0.00,N/A
172.65.43.136,4,1,0.75,185.90,0.00,N/A
104.17.252.53,4,1,0.75,186.34,0.00,N/A
104.25.27.24,4,1,0.75,186.65,0.00,N/A
104.18.75.42,4,1,0.75,186.65,0.00,N/A
104.18.44.96,4,1,0.75,187.47,0.00,N/A
104.25.151.243,4,1,0.75,187.78,0.00,N/A
104.18.76.54,4,1,0.75,187.90,0.00,N/A
172.65.47.51,4,1,0.75,187.93,0.00,N/A
104.25.126.222,4,1,0.75,188.15,0.00,N/A
104.25.149.113,4,1,0.75,188.44,0.00,N/A
104.19.29.38,4,1,0.75,189.02,0.00,N/A
104.25.148.162,4,1,0.75,189.26,0.00,N/A
104.25.18.66,4,1,0.75,189.61,0.00,N/A
104.18.56.22,4,1,0.75,189.67,0.00,N/A
172.65.141.21,4,1,0.75,189.78,0.00,N/A
104.20.48.90,4,1,0.75,189.89,0.00,N/A
104.25.187.31,4,1,0.75,189.96,0.00,N/A
104.25.137.40,4,1,0.75,190.12,0.00,N/A
172.65.134.112,4,1,0.75,190.71,0.00,N/A
104.20.55.208,4,1,0.75,190.79,0.00,N/A
104.18.4.251,4,1,0.75,190.82,0.00,N/A
104.25.24.68,4,1,0.75,191.51,0.00,N/A
104.18.9.43,4,1,0.75,191.73,0.00,N/A
104.25.111.250,4,1,0.75,192.00,0.00,N/A
104.25.170.241,4,1,0.75,192.05,0.00,N/A
172.65.4.77,4,1,0.75,192.22,0.00,N/A
104.20.3.3,4,1,0.75,194.07,0.00,N/A
104.25.9.118,4,1,0.75,194.08,0.00,N/A
104.25.14.20,4,1,0.75,194.50,0.00,N/A
104.25.178.67,4,1,0.75,195.25,0.00,N/A
104.25.116.1,4,1,0.75,195.37,0.00,N/A
104.17.67.254,4,1,0.75,195.56,0.00,N/A
172.65.129.59,4,1,0.75,195.66,0.00,N/A
104.18.46.14,4,1,0.75,195.69,0.00,N/A
172.65.76.241,4,1,0.75,195.84,0.00,N/A
172.67.101.44,4,1,0.75,196.07,0.00,N/A
104.18.251.126,4,1,0.75,196.08,0.00,N/A
104.25.150.79,4,1,0.75,196.13,0.00,N/A
104.25.10.99,4,1,0.75,196.47,0.00,N/A
104.19.164.177,4,1,0.75,196.58,0.00,N/A
104.25.120.112,4,1,0.75,196.58,0.00,N/A
172.66.168.189,4,1,0.75,196.62,0.00,N/A
104.25.37.152,4,1,0.75,196.83,0.00,N/A
104.25.109.56,4,1,0.75,197.12,0.00,N/A
104.25.34.82,4,1,0.75,197.21,0.00,N/A
172.67.141.229,4,1,0.75,197.25,0.00,N/A
104.25.38.188,4,1,0.75,197.83,0.00,N/A
104.27.109.116,4,1,0.75,198.50,0.00,N/A
104.18.40.99,4,1,0.75,198.52,0.00,N/A
104.18.238.2,4,1,0.75,198.69,0.00,N/A
172.67.149.118,4,1,0.75,199.52,0.00,N/A
172.65.151.249,4,1,0.75,200.22,0.00,N/A
104.25.177.76,4,1,0.75,201.26,0.00,N/A
172.65.38.236,4,1,0.75,201.32,0.00,N/A
104.18.37.80,4,1,0.75,201.37,0.00,N/A
104.17.160.185,4,1,0.75,201.70,0.00,N/A
172.67.160.58,4,1,0.75,202.22,0.00,N/A
172.65.42.176,4,1,0.75,202.41,0.00,N/A
104.18.74.238,4,1,0.75,202.70,0.00,N/A
104.25.107.32,4,1,0.75,202.72,0.00,N/A
104.18.55.150,4,1,0.75,203.43,0.00,N/A
104.19.162.244,4,1,0.75,203.90,0.00,N/A
172.65.164.179,4,1,0.75,204.18,0.00,N/A
104.27.98.248,4,1,0.75,205.84,0.00,N/A
104.18.243.106,4,1,0.75,206.07,0.00,N/A
